item_id;description;description_2;group_description;unit_sale_price (CLP);cost (CLP);storage_cost (CLP);leadtime (days);stock;size_m3;cost_per_purchase
415;bravery salmon mini puppy small breed 2 kg;cachorros;alimento;18990.0;13879;57;7.0;7.0;0.015;1400
771;zd fatboy ruff leash large;paseo;accesorios;23900.0;18148;50;9.0;0.0;0.001;500
1732;mother and babycat 1.5 kg;cachorros;alimento;20330.0;13953;62;3.0;2.0;0.015;3400
185;pro plan feline veterinary diets nf early;adultos;alimento;26090.0;18383;78;11.0;0.0;0.015;500
1507;bichon frise (my family);placas identificacion;accesorios;17560.0;12413;43;11.0;0.0;0.004;1100
1449;plato antideslizante luna / l;comederos;accesorios;6330.0;4183;15;7.0;3.0;0.004;500
497;ampolleta repti glo 5.0 tropical13 w;enriquecimiento ambiental;accesorios;26990.0;19642;57;12.0;0.0;0.001;650
998;"zeus trailla dobl asa ""xl"" grafito 1,2m";paseo;accesorios;10810.0;7702;26;7.0;0.0;0.004;1350
679;vestido playero t-2;ropa;accesorios;5550.0;4326;12;7.0;1.0;0.001;500
1779;eukanuba premium performance 18 kg ;adultos;alimento;97320.0;72348;293;16.0;0.0;0.015;2050
1274;zeedog roy;juguetes;accesorios;10900.0;8068;22;7.0;1.0;0.001;500
855;ultimate blue collar extra small;paseo;accesorios;7900.0;5978;19;8.0;1.0;0.004;500
1467;zeedog honey adjustable air mesh harness small;paseo;accesorios;19300.0;14805;41;9.0;1.0;0.001;500
1823;siguimarina;suplementos;medicamento;20990.0;16231;39;;;;500
1510;bravery salmon adult cat 7 kg;adultos;alimento;47990.0;37657;145;14.0;1.0;0.015;1050
123;coastal glow in the dark collar fish;paseo;accesorios;10490.0;7887;22;8.0;0.0;0.001;500
1604;pala sanitaria (granulos) celeste;higiene;accesorios;4190.0;3287;9;5.0;0.0;0.001;500
889;renal chicken cat pouch 85 gr;humedo;alimento;1900.0;1308;6;4.0;8.0;0.015;550
494;pro plan puppy large breed 15kg ar;cachorros;alimento;81230.0;58328;246;16.0;3.0;0.015;5150
1193;brit care adult small breed l&r 1 kg;adultos;alimento;8190.0;5515;26;6.0;4.0;0.015;2450
316;zeedog prisma adjustable air mesh harness small;paseo;accesorios;19300.0;15357;41;7.0;2.0;0.001;500
1665;bliss adjustable air mesh harness medium;paseo;accesorios;23900.0;17912;50;9.0;1.0;0.001;750
1425;florafix pet pasta probiotico 15 grs;medicamentos;medicamentos;10690.0;8008;20;7.0;0.0;0.0002;500
194;superpet perro adulto;suplementos;medicamento;6990.0;4752;14;5.0;9.0;0.001;500
486;collar c/flor  ch. a. doctor;paseo;accesorios;2980.0;2086;6;8.0;2.0;0.001;500
1544;frontline 250 ml;ant. ext.;medicamentos;18990.0;12367;35;7.0;2.0;0.0002;500
1607;dogit estaca de enganche manilla roja;paseo;accesorios;8990.0;6426;19;8.0;2.0;0.001;500
1120;zeedog atlanta adjustable air mesh harness medium;paseo;accesorios;23900.0;17035;50;7.0;1.0;0.001;500
266;zeedog gotham leash small;paseo;accesorios;13850.0;10386;29;9.0;0.0;0.001;500
408;pawise mat de enfriamiento m 50x40 cm;enriquecimiento ambiental;accesorios;14990.0;10118;31;6.0;2.0;0.001;500
67;cadena cordon 3 mm a.doctor;paseo;accesorios;4190.0;2749;9;6.0;0.0;0.001;500
1100;zd smash adjustable air mesh harness large;paseo;accesorios;26400.0;19566;55;9.0;0.0;0.001;500
596;royal canin maxi adulto 15 kg;adultos;alimento;85410.0;66570;257;17.0;3.0;0.015;3000
1298;ocubiotic;ocular;medicamentos;13990.0;9502;26;9.0;2.0;0.0002;500
1702;afp chill out mat de enfriamiento large;juguetes;accesorios;49990.0;35078;104;10.0;2.0;0.001;1150
1318;proplan veterinarydiets cnne nc 6x2kg ar;adultos;alimento;28990.0;21856;88;8.0;0.0;0.015;1650
1792;royal canin alimento húmedo perro adulto;humedo;alimento;8990.0;6719;19;;;;500
820;coastal sublime collar diamond l;paseo;accesorios;16990.0;11295;36;9.0;2.0;0.001;500
782;capa polar chiporro t/2 cata pets;ropa;accesorios;10590.0;8281;22;7.0;1.0;0.001;500
745;zd army green handsfree leash;paseo;accesorios;24900.0;19339;61;12.0;2.0;0.004;850
614;laxavet x 40 gr.;digestivo;medicamentos;9720.0;6893;18;6.0;0.0;0.0002;500
350;pro plan exigent small breed 3kg ar;adultos;alimento;30830.0;24032;93;10.0;0.0;0.015;800
867;cama para perro azumpets;hogar-transporte;accesorio;36990.0;27358;77;7.0;30.0;0.001;500
1435;pet woow dispensador de alimento;comederos;accesorio;159990.0;104395;335;20.0;5.0;0.001;1350
1856;botella de agua con contenedor de comida;hogar-transporte;accesorio;9990.0;7389;21;;;;500
1556;amity sp low grain salmon adult 4 kg;adultos;alimento;18990.0;12690;57;10.0;0.0;0.015;1700
365;daily stuff transportadora route 1;hogar-transporte;accesorios;13990.0;9803;29;8.0;9.0;0.001;500
787;pelota portagolosina azul medium;juguetes;accesorios;9350.0;6367;20;7.0;2.0;0.001;500
1302;zeedog same h-harness large;paseo;accesorios;18900.0;13630;39;8.0;1.0;0.001;500
607;bravery salmon adult cat 2 kg;adultos;alimento;16990.0;12927;52;10.0;2.0;0.015;850
1527;cabatina 25 ml;vitaminas;medicamentos;11010.0;8608;21;5.0;0.0;0.0002;500
1317;zeedog mahalo leash small;paseo;accesorios;13850.0;10412;34;6.0;2.0;0.004;1150
261;zeedog zee.mat black;accesorios;accesorios;12860.0;9344;27;10.0;0.0;0.001;500
1043;lactadiet 7.5 gr sobre calostro;suplementos;medicamentos;790.0;610;2;7.0;2.0;0.0002;500
240;zeus fuente mini 1,5 lt;bebederos;accesorios;37990.0;27469;79;10.0;1.0;0.001;1200
994;ultimate blue h-harness small;paseo;accesorios;13900.0;10181;34;10.0;2.0;0.004;1200
610;pink led cat collar;paseo;accesorios;4900.0;3850;10;5.0;4.0;0.001;500
677;poleron t/5 cata pets;ropa;accesorios;12990.0;8814;31;10.0;1.0;0.004;500
1007;fritz adjustable air mesh small;paseo;accesorios;19300.0;14545;41;7.0;0.0;0.001;600
465;royal can. shn mini adulto 3 kgr.;cachorros;alimento;25530.0;20038;77;8.0;0.0;0.015;1450
1745;coastal sublime collar chevrons l;paseo;accesorios;16990.0;11446;42;8.0;3.0;0.004;1600
1144;coastal fashion collar blossoms;paseo;accesorios;7990.0;6339;17;7.0;0.0;0.001;500
1647;zeus collar ajustable  m  rojo;paseo;accesorios;5290.0;4189;11;9.0;2.0;0.001;500
506;pro plan puppy small breed 3kg ar;cachorros;alimento;30830.0;22027;93;7.0;3.0;0.015;4800
71;arnes de seguridad para auto talla: xl;paseo;accesorios;19990.0;14624;49;8.0;0.0;0.004;500
1505;zeus trailla dobl asa  m  coral 1,2m;paseo;accesorios;7200.0;5517;18;7.0;1.0;0.004;1200
259;pawise hollow buho;juguetes;accesorios;5000.0;3498;13;9.0;0.0;0.004;750
51;duo bowl black;comederos;accesorios;12900.0;8941;27;7.0;0.0;0.001;500
1091;cerenia comp. 60 mg.;digestivo;medicamentos;23360.0;15549;43;10.0;2.0;0.0002;500
931;bolso cabina negro;hogar-transporte;accesorios;21900.0;16366;54;7.0;0.0;0.004;1450
813;royal canin mini indoor adulto 2.5kg;adultos;alimento;26300.0;17276;80;8.0;0.0;0.015;3350
332;zeedog atlanta adjustable air mesh harness extra small;paseo;accesorios;29950.0;22161;62;9.0;0.0;0.001;500
1269;zeus trailla dobl asa  l  coral 1,2m;paseo;accesorios;10490.0;7814;22;6.0;0.0;0.001;500
752;collar gato brillantes a.doct.;paseo;accesorios;3950.0;3021;9;9.0;5.0;0.001;500
354;dogit dispensador alimento 2 lt;comederos;accesorios;13990.0;9916;29;6.0;1.0;0.001;500
584;nutrience gr.free cat indoor 2,5kg;adultos;alimento;31790.0;23360;96;7.0;0.0;0.015;1800
864;poleron t/1 cata pets;ropa;accesorios;8990.0;6317;19;7.0;2.0;0.001;500
792;zd smash collar large;paseo;accesorios;12900.0;8711;31;7.0;0.0;0.004;1350
1863;bebedero/comedero para ave;adultos;alimento;4550.0;3518;11;;;;500
1290;zd honey adjustable air mesh harness large;paseo;accesorios;26400.0;17759;65;9.0;1.0;0.004;550
1694;pack hamster animal care n°2;hogar-transporte;accesorios;67340.0;46574;164;13.0;0.0;0.004;600
518;zd artsy collar large;paseo;accesorios;12900.0;8730;27;6.0;0.0;0.001;500
1068;simparica antiparasitario 40 mg;antiparasitarios;medicamento;10990.0;7658;23;12.0;5.0;0.001;500
1846;arnes y correa anti-tirones;ropa;accesorio;18990.0;13704;46;;;;500
590;power ultra  21 - 40 kg;ant. ext.;medicamentos;11360.0;8274;21;6.0;4.0;0.0002;500
857;afp travel dog arnes seguridad m;paseo;accesorios;21990.0;17065;46;8.0;1.0;0.001;550
192;brit care cat sterilized urinary 7kg;adultos;alimento;55990.0;39355;168;9.0;0.0;0.015;6050
538;zd bordeau h-harness medium;paseo;accesorios;16900.0;11146;42;7.0;0.0;0.004;1300
1669;afp travel dog arnes seguridad l;paseo;accesorios;24990.0;19606;61;10.0;3.0;0.004;500
1022;big bone aluminum pink (my family);placas identificacion;accesorios;7130.0;4638;15;8.0;0.0;0.001;500
1344;sierra mountain 2 kg.;adultos;alimento;18290.0;12595;55;7.0;1.0;0.015;2000
1461;bloque neutralizador tortuga nutrafin;enriquecimiento ambiental;accesorios;1990.0;1403;4;8.0;1.0;0.001;500
141;big round aluminum black (my family);placas identificacion;accesorios;7130.0;5469;15;9.0;0.0;0.001;500
1824;doguivit adulto;suplementos;medicamento;7990.0;5968;15;;;;500
1121;cama iglu erizo mediano;camas;accesorios;4690.0;3650;10;5.0;1.0;0.001;500
1747;pez portagolosina rosado;juguetes;accesorios;3290.0;2592;7;5.0;0.0;0.001;500
339;zeedog greg;paseo;accesorios;8900.0;6628;19;9.0;0.0;0.001;500
555;dispensador alimento maya / s (200 gr.);comederos;accesorios;5630.0;4201;12;6.0;0.0;0.001;500
439;zeedog phantom adjustable air mesh harness small;paseo;accesorios;19300.0;14251;41;11.0;0.0;0.001;550
1807;comedero interactivo multi feeder;comederos;accesorio;13990.0;9329;34;;;;500
374;pro plan gatos adulto salmon pouch 85;humedo;alimento;2330.0;1672;8;5.0;0.0;0.015;3500
271;pro plan feline veterinary diets nf advanced;adultos;alimento;30450.0;21757;91;8.0;1.0;0.015;3400
184;bravery chicken mini puppy small breeds 7 kg;cachorros;alimento;39990.0;29998;121;3.0;3.0;0.015;1700
1539;bozal clinico 3 (a. doctor);paseo;accesorios;7790.0;6191;17;7.0;2.0;0.001;500
244;canine i/d lata x low fat 370 grs;latas medicadas;alimento;4290.0;3336;13;8.0;1.0;0.015;1200
1146;bliss collar extra small;paseo;accesorios;7900.0;5579;19;7.0;0.0;0.004;550
1247;satiety feline pouch 85 gr;humedo;alimento;1900.0;1290;6;7.0;6.0;0.015;4600
721;pack conejo animal care;hogar-transporte;accesorios;73760.0;51850;155;12.0;3.0;0.001;500
1586;respig jarabe;antibiotico;medicamentos;9620.0;6960;18;7.0;2.0;0.0002;500
1001;dogit pañales desechables, m (7-16kg);higiene;accesorios;13990.0;10031;29;8.0;0.0;0.001;500
1341;biotivet plus 200 mg x 10 comp;antibiotico;medicamentos;17290.0;12944;32;7.0;0.0;0.0002;500
798;jaula cage cavie 60;hogar-transporte;accesorios;36740.0;24653;77;10.0;0.0;0.001;800
968;body gato 0 verde;ropa;accesorios;17590.0;12998;37;8.0;0.0;0.001;500
1744;coastal style trailla black skulls l 1,8 m;paseo;accesorios;12590.0;8310;27;6.0;1.0;0.001;500
1795;wanpy soft duck jerky stripos;snack;alimento;4990.0;3712;10;;;;500
1360;zeus arnes fig.a  s  fucsia;paseo;accesorios;7990.0;5969;19;8.0;0.0;0.004;850
250;body cobre talla 5 ( 5,5 - 7 kg );higiene;medicamentos;16000.0;11225;30;9.0;2.0;0.0002;500
1683;oftal 50 ml.;ocular;medicamentos;12470.0;8706;23;8.0;2.0;0.0002;500
1221;zeedog atlanta collar large;paseo;accesorios;12860.0;8913;31;7.0;3.0;0.004;850
1492;jg air wand con juguete;juguetes;accesorios;24260.0;16092;51;12.0;0.0;0.001;600
1591;pro plan active mind small breed 7.5 kg;senior;alimento;47120.0;33954;142;12.0;1.0;0.015;4050
381;zd army green ruff leash small;paseo;accesorios;21900.0;15411;54;7.0;2.0;0.004;1350
411;zeedog mahalo leash large;paseo;accesorios;16840.0;13060;35;8.0;1.0;0.001;500
438;zeedog brain dead;paseo;accesorios;10000.0;7157;25;6.0;1.0;0.004;1000
1831;squeaky bounce ball large;juguetes;accesorio;25990.0;17049;63;;;;500
1251;zeedog skull h-harness small;paseo;accesorios;12700.0;9190;27;7.0;6.0;0.001;500
1679;zeus nosh hueso duro sabor tocino m;juguetes;accesorios;8990.0;6939;22;6.0;0.0;0.004;1200
1210;coastal sublime collar chevrons s/m;paseo;accesorios;12490.0;8343;26;9.0;0.0;0.001;500
1339;afp lamb flying mouse;juguetes;accesorios;8990.0;6466;22;9.0;0.0;0.004;500
1531;pack hamster  animal care  n°1;hogar-transporte;accesorios;54200.0;42743;114;12.0;3.0;0.001;500
744;caña con pompones;juguetes;accesorio;3990.0;2907;9;4.0;3.0;0.001;500
482;coastal circle-t collar redondo cuero rustico chocolate 55 c;paseo;accesorios;27290.0;19098;58;11.0;1.0;0.001;500
567;collar cuero nº 6 (g. araya);paseo;accesorios;8690.0;6698;21;9.0;2.0;0.004;500
182;zd artsy adjustable air mesh harness medium;paseo;accesorios;23900.0;17161;58;7.0;0.0;0.004;1100
170;military big (my family);placas identificacion;accesorios;11360.0;8545;27;7.0;0.0;0.004;1250
292;royal can. shn mini adulto 1 kgr.;adultos;alimento;10990.0;7196;34;7.0;3.0;0.015;1350
480;zd volt adj. air mesh harness medium;paseo;accesorios;23900.0;16045;50;7.0;1.0;0.001;600
907;simparica 20 mg x 1 tab. 5,1 - 10 kg;ant. ext.;medicamentos;9270.0;6976;18;5.0;32.0;0.0002;500
300;coastal style trailla wildflower l 1,8 m;paseo;accesorios;12590.0;8566;27;10.0;2.0;0.001;550
1753;fancy feast tartare trucha 85 g;latas;alimento;900.0;591;3;7.0;0.0;0.015;2955
478;catapet cama chiporro chica nº1;camas;accesorios;18990.0;13908;39;9.0;0.0;0.001;500
1549;zeedog ella collar large;paseo;accesorios;12860.0;9435;27;10.0;0.0;0.001;500
808;brit care gf adult salmon 12 kg;adultos;alimento;62990.0;47305;190;10.0;9.0;0.015;1300
1803;collar expandible con hebilla negro;paseo;accesorio;6990.0;5532;14;;;;500
1794;proplan adulto latas;humedo;alimento;4690.0;3631;10;;;;500
1074;nutram sound adult senior cat 1.13 kg;senior;alimento;19870.0;13936;60;7.0;2.0;0.015;5050
1540;catit rasguðador  banca ;enriquecimiento ambiental;accesorios;22990.0;16154;49;9.0;0.0;0.001;600
371;zeedog mr. x;juguetes;accesorios;13900.0;9089;34;8.0;0.0;0.004;1250
1736;timoty clubbungalow-l;enriquecimiento ambiental;accesorios;50900.0;39958;107;10.0;0.0;0.001;1050
910;arnes de seguridad para auto talla: m;paseo;accesorios;15990.0;12402;39;10.0;0.0;0.004;1000
453;small heart aluminum purple (my family);placas identificacion;accesorios;7130.0;5189;18;7.0;0.0;0.004;500
1283;zeedog mahalo collar cat;paseo;accesorios;4880.0;3837;10;9.0;0.0;0.001;500
1596;pawise cama cafe perros;camas;accesorios;14990.0;10606;31;8.0;0.0;0.001;500
175;zd bordeau collar large;paseo;accesorios;12900.0;8877;27;7.0;0.0;0.001;500
1811;superpet gato omega;suplementos;medicamento;7990.0;5602;15;;;;500
1458;collar cuero nº 2 (g. araya);paseo;accesorios;5490.0;3864;12;6.0;3.0;0.001;500
1454;"zeus collar semifijo ""l"" grafito";paseo;accesorios;7989.66;5419;17;6.0;2.0;0.001;500
1030;"planet dog planet ball azul/verde ""s""";juguetes;accesorios;11590.0;8373;25;8.0;0.0;0.001;500
334;capa arnè talla 3 cata pets;ropa;accesorios;15490.0;11056;33;10.0;1.0;0.001;500
809;nutrience infusion kitten 2,27kg;cachorros;alimento;23990.0;17382;73;8.0;0.0;0.015;500
613;pro plan kitten pollo 85 gr pouch;humedo;alimento;1.0;0;1;5.0;1.0;0.015;0
1538;royal canin mini schnauzer adulto 2.5 kilo;razas;alimento;27650.0;19021;83;8.0;1.0;0.015;3550
1226;zeedog gotham h-harness large;paseo;accesorios;19830.0;15713;42;10.0;1.0;0.001;750
923;pawise mono con tirador;juguetes;accesorios;7990.0;5813;19;9.0;0.0;0.004;500
979;afp chill out mat de enfriamiento medium;juguetes;accesorios;27990.0;21855;69;9.0;1.0;0.004;1500
530;collar cuero nº 3 ( g. araya);paseo;accesorios;6190.0;4736;13;8.0;1.0;0.001;500
198;planet dog lil snoop royal;juguetes;accesorios;17990.0;13750;38;11.0;1.0;0.001;500
15;small heart aluminum red (my family);placas identificacion;accesorios;7130.0;5357;15;7.0;2.0;0.001;500
265;coastal k9 explorer trailla naranja 1,8 m;paseo;accesorios;31490.0;22062;77;13.0;1.0;0.004;600
1198;coastal sparkle trailla plata 1,8 m;paseo;accesorios;13990.0;9699;29;8.0;1.0;0.001;550
1378;contralac 20 x 16 comp.;comportamiento;medicamentos;34870.0;26419;64;10.0;0.0;0.0002;500
1270;zeedog mahalo h-harness large;paseo;accesorios;19830.0;15697;42;8.0;0.0;0.001;500
1448;pawise fetch it leon;juguetes;accesorios;6990.0;4994;14;9.0;0.0;0.001;500
1848;juguete limpieza dental ball;juguetes;accesorio;6990.0;5259;17;;;;500
1799;proplan adulto cat alimento para gato;adultos;alimento;44990.0;30981;110;;;;500
832;royal can fhn fit 32 7.5 kilo;adultos;alimento;65290.0;47175;196;12.0;3.0;0.015;2200
532;pro plan adult large breed 15kg ar;adultos;alimento;77690.0;59504;234;14.0;1.0;0.015;4450
1671;coastal fashion collar scales;paseo;accesorios;7990.0;5222;17;7.0;0.0;0.001;500
483;royal canin mini adulto  8 kg fr;adultos;alimento;48960.0;36290;147;10.0;1.0;0.015;500
199;royal canin poodle adulto 3 kg;razas;alimento;33160.0;23860;100;10.0;2.0;0.015;3900
1815;dog arnés negro;paseo;accesorio;21990.0;17363;54;;;;500
1865;juguete columpio de colores para aves;hogar-transporte;accesorio;3990.0;2845;9;;;;500
643;le salon essentials peine desenredar;grooming;accesorios;20990.0;13872;44;7.0;3.0;0.001;500
1682;power 1 p. 11-20 kg;ant. ext.;medicamentos;9190.0;6539;17;8.0;4.0;0.0002;500
1784;zeedog split leash small;paseo;accesorios;13900.0;10840;29;8.0;1.0;0.001;500
602;zeedog skull leash extra small;paseo;accesorios;10860.0;7320;22;6.0;1.0;0.001;500
1214;royal canin  feline hepatic 1.5kg;medicados;alimento;22210.0;15129;67;10.0;0.0;0.015;2450
746;pro plan adult cat 1kg ar;adultos;alimento;13900.0;9884;42;5.0;2.0;0.015;4000
1176;mazuri tubo huron;enriquecimiento ambiental;accesorios;43890.0;32247;107;14.0;0.0;0.004;2200
838;lw. bola de ejercicio con base, pequeða;enriquecimiento ambiental;accesorios;7990.0;5950;17;8.0;2.0;0.001;500
1314;zeedog prisma collar large;paseo;accesorios;12860.0;8711;27;7.0;0.0;0.001;500
993;columbia air mesh harness medium;paseo;accesorios;22500.5;16365;55;10.0;1.0;0.004;1450
310;zeus trailla dobl asa  xl  coral 1,2m;paseo;accesorios;12590.0;10047;31;9.0;1.0;0.004;500
56;columbia leash extra small;paseo;accesorios;10900.4;8341;26;8.0;1.0;0.004;500
588;zeedog neon coral handsfree leash;paseo;accesorios;24900.0;19591;61;12.0;0.0;0.004;500
1305;zeedog prisma collar cat;paseo;accesorios;4880.0;3822;11;5.0;1.0;0.004;500
1208;coastal style collar skulls m;paseo;accesorios;8800.0;6566;22;6.0;1.0;0.004;1150
1407;timothy tunel;enriquecimiento ambiental;accesorios;24600.0;18683;52;9.0;0.0;0.001;500
609;nm urinen destroyer perro - quart, 946 ml;higiene;accesorios;13990.0;11048;34;10.0;0.0;0.004;500
43;zeedog neopro bubblegum cat collar;paseo;accesorios;5800.0;4064;12;8.0;0.0;0.001;500
100;"dogit cuerdas anudadas rosada ""s""";juguetes;accesorios;2790.0;1968;6;8.0;0.0;0.001;500
274;bravery light iberian pork adult l/m breeds 4 kg;weight control;alimento;24990.0;19507;75;11.0;1.0;0.015;3100
1307;lw tunel peq. animales, mediano;enriquecimiento ambiental;accesorios;17020.0;11308;36;7.0;1.0;0.001;500
353;bravery lamb mini adult small breed 2 kg;adultos;alimento;17990.0;13014;55;6.0;2.0;0.015;4900
101;ratón portagolosina rosado;juguetes;accesorios;2990.0;2042;6;7.0;1.0;0.001;500
1710;l.w piedra de lamer peq. anim. gan;snack;accesorios;3990.0;2769;9;6.0;1.0;0.001;500
841;catit 2.0 fuente bebedera flor led 3 lt;bebederos;accesorios;61990.0;45666;151;15.0;0.0;0.004;500
107;zeedog super banana;juguetes;accesorios;9870.0;7603;21;9.0;1.0;0.001;500
1684;zd midnight cat collar;paseo;accesorios;4900.0;3389;10;9.0;0.0;0.001;500
1850;bravery alimento seco natural 7kg;adultos;alimento;44990.0;34070;110;;;;500
807;bliss collar medium;paseo;accesorios;10900.0;7710;26;7.0;1.0;0.004;550
777;coastal new earth collar de soya menta s/m;paseo;accesorios;10490.0;7756;22;8.0;1.0;0.001;500
1165;fhn fit 32 1.5kg;adultos;alimento;19710.0;14156;60;6.0;3.0;0.015;4650
543;brit care adult large breed l&r 12 kg;adultos;alimento;62990.0;47107;190;10.0;4.0;0.015;5250
950;camon juguete perro pelota tenis c/ sonido 2 un ;juguetes;accesorios;5290.0;4231;11;8.0;1.0;0.001;500
426;zeus collar ajustable  s  fucsia;paseo;accesorios;4190.0;3286;10;8.0;0.0;0.004;1050
1034;le salon cepillo goma c/mango curvo;grooming;accesorios;6490.0;4636;15;8.0;5.0;0.004;500
1211;wicked flyharness size 4;paseo;accesorios;37900.3;26337;79;12.0;0.0;0.001;750
128;brit care cat grain-free haircare healthy & shiny coat 2 kg;adultos;alimento;18990.0;14052;57;10.0;5.0;0.015;500
1551;ladybug (my family);placas identificacion;accesorios;17560.0;13730;37;7.0;0.0;0.001;500
1296;royal can fhn indoor 7.5 kg;adultos;alimento;65290.0;50859;196;14.0;1.0;0.015;5300
1320;oftavet;ocular;medicamentos;19660.0;15497;37;9.0;24.0;0.0002;500
1566;kertesin 20 mg;antialergico;medicamentos;19870.0;13301;37;6.0;0.0;0.0002;500
1137;smart fun chaqueta outdoor c/arnes xl;paseo;accesorios;32990.0;23631;69;11.0;1.0;0.001;650
1094;zeedog gotham collar large;paseo;accesorios;12860.0;8805;31;7.0;0.0;0.004;650
554;zeedog brain freeze;paseo;accesorios;10000.0;6997;21;7.0;1.0;0.001;500
481;afp doggies zapato oveja;juguetes;accesorios;17990.0;12950;45;8.0;1.0;0.004;1350
780;bliss cat collar;paseo;accesorios;4900.0;3417;10;8.0;0.0;0.001;500
986;2 pelotas con cuerda, ø 4,5 cm;juguetes;accesorios;2490.0;1852;5;5.0;0.0;0.001;500
904;zd hawkins stranger  leash large;paseo;accesorios;16900.0;11227;36;8.0;0.0;0.001;500
1404;royal can. hepatic canine 2 kg.;medicados;alimento;26130.0;19458;78;8.0;0.0;0.015;2450
1228;frontline plus pipeta perro 20-40 kg.;ant. ext.;medicamentos;15500.0;11939;29;7.0;3.0;0.0002;500
678;zd smash collar small;paseo;accesorios;9900.0;7447;21;7.0;1.0;0.001;500
925;gumi juguete hilo dental seda  mini ;juguetes;accesorios;9700.0;6574;20;7.0;2.0;0.001;500
1859;par de protectores de patas para perro 2x;hogar-transporte;accesorio;189990.0;136290;397;;;;500
1446;bravery chicken mini adult small breeds 2 kg;adultos;alimento;15990.0;12132;49;7.0;1.0;0.015;1700
901;yorkshire terrier adulto  2.5kilo;razas;alimento;27650.0;18538;83;10.0;4.0;0.015;800
1844;polerón con gorro verde;ropa;accesorio;19990.0;15909;49;;;;500
1239;dogit alfombrilla educadora  medium 14un;higiene;accesorios;6790.0;5416;17;8.0;12.0;0.004;500
756;carpeta orientadora x uni.;higiene;accesorios;600.0;436;2;5.0;0.0;0.001;500
978;zd skull 2.0 collar medium;paseo;accesorios;10900.0;8291;22;6.0;2.0;0.001;500
730;collar cuero nº 5 (g. araya);paseo;accesorios;7390.0;5365;15;8.0;3.0;0.001;500
405;zd skull 2.0 leash small;paseo;accesorios;13900.0;10363;29;9.0;0.0;0.001;500
1293;pro plan adulto carne pouch 100 gr;humedo;alimento;2530.0;2018;8;5.0;15.0;0.015;2000
1351;nf jfc more spraying 709 ml;acc acuarios;accesorios;14990.0;9909;31;8.0;0.0;0.001;550
309;zd artsy collar medium;paseo;accesorios;10900.0;8128;26;7.0;3.0;0.004;500
226;fp plato acero inoxidable orion 54, 850 ml/16 cm d;comederos;accesorios;4040.0;2950;10;9.0;2.0;0.004;1050
1593;pixel collar small;paseo;accesorios;10900.0;7806;22;7.0;0.0;0.001;500
1457;pink led adjustable air mesh harness small;paseo;accesorios;19300.0;14298;41;9.0;0.0;0.001;500
1433;royal canin maxi junior 15 kgr;adultos;alimento;89240.0;68412;268;20.0;4.0;0.015;1900
1816;zeedof arnés ajustable morado;paseo;accesorio;27990.0;18296;69;;;;500
700;tx 2 pelotas yute catnip;juguetes;accesorios;2190.0;1510;5;6.0;0.0;0.001;500
148;cytopoint 10 mg iny 3-10 k;medicamentos;medicamentos;27490.0;19167;51;11.0;0.0;0.0002;500
548;zeedog fatboy ruff leash large;paseo;accesorios;23820.0;18165;50;9.0;0.0;0.001;900
651;zd candy collar large;paseo;accesorios;12900.0;10004;27;6.0;0.0;0.001;500
1233;big heart aluminum light blue (my family);placas identificacion;accesorios;7130.0;5027;18;9.0;0.0;0.004;500
720;zeedog mahalo collar medium;paseo;accesorios;10860.0;7202;22;7.0;0.0;0.001;500
736;bravecto 1.300 mg perro 40 a 56 kg;ant. ext.;medicamentos;53770.0;37858;99;15.0;0.0;0.0002;500
1419;dog bust-it elimina olor y manchas 710ml;higiene;accesorios;19240.0;12759;47;7.0;0.0;0.004;1000
1829;hueso entretenido;juguetes;accesorio;7990.0;6286;19;;;;500
1644;proplan adulto latas;humedo;alimento;4690.0;3118;14;5.0;66.0;0.015;1600
1387;bravery chicken puppy large/medium breeds 12 kg;cachorros;alimento;59990.0;45406;182;12.0;3.0;0.015;500
839;zd candy cat collar;paseo;accesorios;4900.0;3481;10;8.0;0.0;0.001;500
286;zd neon coral adjustable air mesh harness extra small;paseo;accesorios;15100.0;10985;31;6.0;3.0;0.001;600
1504;fancy feast terrine pavo 85 g;latas;alimento;900.0;650;3;5.0;0.0;0.015;550
650;zd midnight adjustable air mesh harness extra small;paseo;accesorios;15100.0;11173;37;9.0;0.0;0.004;1450
704;laguna collar medium;paseo;accesorios;10900.4;7416;22;7.0;0.0;0.001;500
1535;royal can. shn mini junior 7.5 kgr.;cachorros;alimento;61500.0;47956;185;12.0;0.0;0.015;2600
1490;vp mighty jr angry animals mad cow, 7.6x15.2x17.8 cm/ts7;juguetes;accesorios;12990.0;8998;27;9.0;0.0;0.001;500
1858;bebedera con acero inoxidable para gato;comederos;accesorio;65990.0;51711;162;;;;500
1151;pederol clortetraciclina2% 250ml (dosis);antibiotico;medicamentos;39.0;25;1;6.0;0.0;0.0002;125
710;collar isabelino 10 cm nº(1);higiene;medicamentos;4500.0;3346;9;8.0;21.0;0.0002;500
1057;dreamwell cama rectangular gris/blanco;camas;accesorios;39990.0;28052;84;14.0;0.0;0.001;850
1634;zeus filtro fuente mini 3 unid;comederos;accesorios;6790.0;4498;14;7.0;1.0;0.001;500
939;columbia leash large;paseo;accesorios;16900.0;12626;42;8.0;1.0;0.004;850
1157;cama chiporro xl catapet;camas;accesorios;31990.0;24166;67;13.0;0.0;0.001;500
